user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
USR 68528,Ojas Acharya,NXOZD2300J,,-59915298,Hyderabad,Telangana,12409,Self Employed,2024/05/29,APPROVED,LOW
USR-70985,Max Venkatesh,RGXBN4371C,5309-0471-1423,85804648,mumbai,Maharashtra,14931,Retired,2025-09-20 20:57:50,KYC_DONE,low
USR-96530,Vidhi Nagi,PCNSL8802E,579602607864,10-13-1994,Madras,Tamil Nadu,Not Available,Retired,2024-05-21 22:45:06,Rejected,high
usr55346,riya bala,EOIPO-0630-B,404654705675,1979/04/04,lucknow,Uttar Pradesh,13.3k,Salaried,10-23-2025,PENDING,LOW
USR75564,CHANDANI GANDHI,zdpqn7918i,0665184721,12-Aug-1975,Bangalore,Karnataka,-27390,Unemployed,1729804207,KYC_DONE,high
usr27214,Shivansh Dhawan,hieuj0482t,2453-9969-1204,04/05/2000 06:21 PM,JPR,Rajasthan,8.3k,Unemployed,,KYC_DONE,high
usr79442,VRINDA BAKSHI,MXGPB8042I,849423835261,12/02/1969,ASR,Punjab,13975,Retired,02/11/2024 02:43 AM,KYC_DONE,low
USR38412,Indrajit Sehgal,NGIQK8221D,712102710228,538868197,delhi,Delhi,34362,Student,01/02/2024 03:30 PM,PENDING,LOW
USR22501,Vanya Salvi,WUSXM 7338 Q,6853-5633-0252,28-Jan-1970,HYDERABAD,Telangana,"INR 20,310",Salaried,2025-08-17 17:26:14,IN_PROGRESS,LOW
USR17280,Advaith Sem,XLRRG7727V,576417984410,22/11/1980,Amritsar,Punjab,30.8k,Farmer,08/07/2025,KYC_DONE,low
usr12917,Jagrati Mohan,TNWKY3176Q,273729585625,02/05/1971,pune,Maharashtra,33157,Unemployed,19/01/2024,V,Unknown
USR45009,OSHA WABLE,PCCZA2826D,962920063695,06-Sep-1989,ASR,Punjab,29136,Freelancer,14-Oct-2025,R,High
USR18614,Harsh Sachar,OXFPK 5935 I,556283595558,,jaipur,Rajasthan,"INR 42,136",Business Owner,03-26-2026,VERIFIED,Medium
USR 99886,Kamala Hayer,ARHST5640E,975176919706,699614129,jaipur,Rajasthan,19.9k,Salaried,2024/07/09,APPROVED,high
USR16322,Gunbir Bassi,ZZKLF0182G,051789617829,25-Jan-1989,Kolkata,West Bengal,"Rs. 47,679",Unemployed,19-Dec-2025,PENDING,low
USR68914,  Vivaan Narayan  ,NPLEG0901F,9188755796177,2006-11-13 23:01:17,lucknow,Uttar Pradesh,"₹9,101",Business Owner,2025-11-03 08:22:38,KYC_DONE,Low
USR13293,Parth Ka1a,XUJCA3118J,3259877693965,,amritsar,Punjab,,Student,1739922683,Verified,HIGH
80993,Elijah Lala,TAUKE 5896 O,0002-7637-5352,02-04-1969,jalandhar,Punjab,-90518,Retired,17/02/2024 04:04 PM,KYC_DONE,MEDIUM
USR13927,Yashodhara Rege,KAMWC 4824 C,,631150874,JPR,Rajasthan,41553,Business Owner,2024-02-07 04:52:07,KYC_DONE,Low
usr30464,Champak Dewan,DOBUW9521L,0103-7405-3456,01-Dec-1989,ASR,Punjab,"Rs. 94,063",Self Employed,09-11-2024,APPROVED,Medium
USR31233,Ekansh Trivedi,NIKXE8091,141130934377,1961-01-19 15:02:45,JPR,Rajasthan,Not Available,Student,11-01-2024,V,low
USR84215,Christopher Raj,BMUYD1092C,514161243001,20-Feb-1961,Chennai,Tamil Nadu,,Gig Worker,2024/02/10,Verified,Unknown
USR 53703,GIRISH RAJ,LBVML6086W,113098762782,2002/05/30,ASR,Punjab,32743,Business Owner,24/02/2026,Verified,medium
usr20766,Henry Kumer,SOTZS-0746-P,1253105417,08-Apr-1975,delhi,Delhi,30586,Unemployed,23/12/2024,Verified,Low
USR 40413,  Samuel Loke  ,DQTRJ4361Z,8123 6483 3265,,HYDERABAD,Telangana,16.0k,Retired,2024/01/08,VERIFIED,Medium
USR41697,Ridhi Deol,OVVKW6112A,090550248445,12/10/1975,Jaipur,Rajasthan,"₹57,340",Freelancer,2025-06-20 16:03:50,KYC_DONE,LOW
USR24085,FINN RADHAKRISHNAN,PSNXA8250F,955407565894,1996/02/29,kolkata,West Bengal,114710,Self Employed,25/08/2024,P,LOW
USR94848,Lipika Cherian,SUTKM8175V,3993-9453-6911,03-18-1988,New Delhi,Delhi,53560,Farmer,10/09/2024,VERIFIED,medium
USR76992,Qarin Chauhan,HWYVB9647Z,794148384307,05-01-1997,Lucknow,Uttar Pradesh,34828,Student,2024/02/10,Done,MEDIUM
usr31885,Mohini Bawa,,497348560906,-181613652,Dilli,Delhi,-15074,Unemployed,05-10-2024,Done,low
USR59572,DHRUV MUTTI,WQCMZ8859I,623254027955,14/11/1981,Bengaluru,Karnataka,47.7k,Farmer,,Rejected,MEDIUM
USR90433,Hredhaan Sidhu,CKNBZ 2514 G,1548-4229-0074,1983/04/27,Poona,Maharashtra,Not Available,Unemployed,,PENDING,Medium
usr47839,Jagdish Narayanan,DJMQI6898C,732676181657,14/12/2006 01:43 AM,Delhi,Delhi,15014,Freelancer,2024-07-31 17:05:35,APPROVED,low
USR57281,Warhi Chatterjee,QFNFE1315M,8001-6596-2218,10-24-1974,JPR,Rajasthan,45384,Self Employed,2024-04-18 11:25:13,Under Review,LOW
USR29013,damyanti brahmbhatt,KYKFE6147L,104983800909,10/04/1986,JPR,Rajasthan,47.6k,Gig Worker,,P,LOW
USR74322,Amol Majumdar,CDUDX7438W,130295359428,27/02/1961,Madras,Tamil Nadu,7.9k,Business Owner,02-10-2025,VERIFIED,Unknown
72712,Faras Saxena,PPWHA8779T,XXXX-XXXX-0873,2001-12-23 20:21:09,HYDERABAD,Telangana,,Gig Worker,2024/03/11,Reject,Low
USR28724,Arunima Mani,EAIDT9462D,,444596670,Jalandhar,Punjab,5846,Farmer,1739645707,Verified,LOW
USR75951,harrison loke,1RSQS8087N,563744874608,30-Jan-1976,Kolkata,West Bengal,"₹5,849",Farmer,19/01/2024,Done,low
USR52115,Warhi Ga1a,KRHLK5644H,2996-3250-2272,1979/04/29,LDH,Punjab,22089,Business Owner,2025-05-04 12:01:04,KYC_DONE,Medium
USR63776,Uccha1 Sarraf,DWSLR6354B,289802747696,05/01/1962 04:12 PM,MUMBAI,Maharashtra,Not Available,Freelancer,2024/03/01,VERIFIED,Low
USR-72795,Chakradhar Basu,KTAJB7480A,2345 6381 7773,06-21-1969,Dilli,Delhi,Not Available,Freelancer,1740042863,APPROVED,Medium
USR53248,Devika Baral,SEVPS4929C,979941317439,1960-06-26 08:49:19,ASR,Punjab,35979,Salaried,1770579571,APPROVED,MEDIUM
USR72875,Anya Virk,PDKCV-8255-Q,103645619740,04/04/2003,Pune,Maharashtra,48815,Gig Worker,06-05-2025,Done,Unknown
USR-58057,Peter Dara,HSSOR 9137 N,563557181766,16-Nov-1974,Ludhiana,Punjab,"INR 29,281",Unemployed,02-22-2024,VERIFIED,LOW
usr_28509,Yochana Vaidya,,670797196699,1980-12-24 16:30:57,Amritsar,Punjab,Not Available,Freelancer,10/06/2025,V,low
USR68140,CharanSani,,979164475232,11-20-1968,Pune,Maharashtra,21.3k,Business Owner,2025-05-12 00:25:58,Verified,low
USR 27650,Saksham Kumar,OBRVW2709A,8371-2961-0372,05-08-1990,BLR,Karnataka,"INR 20,560",Unemployed,24/11/2025,VERIFIED,low
USR78328,Ekiya Pant,DHNYD7308D,7426 3210 3022,29-Apr-1986,Pune,Maharashtra,"Rs. 25,926",Unemployed,29/04/2025 03:33 PM,Pending,Low
USR 61499,Advay Bobal,JNDVU7424S,129995129123,,ludhiana,Punjab,21.8k,Salaried,16-Aug-2025,APPROVED,LOW
USR75286,Vamakshi Ram,TIYGR2589H,3272 2393 2051,26/09/1993 08:57 AM,Ludhiana,Punjab,Not Available,Business Owner,2026/02/15,KYC_DONE,MEDIUM
usr10450,  Anusha Babu  ,SULKY2014W,9185-5139-1907,23/03/1977 03:58 PM,DELHI,Delhi,-31728,Unemployed,05-31-2024,Done,low
usr24448,Joshua Chokshi,EQBJM0143B,996479408714,03-Jul-1987,Chennai,Tamil Nadu,"₹14,417",Gig Worker,11/06/2024,VERIFIED,MEDIUM
USR43834,Kevin Varkey,JMGRX4803I,515986473747,,Delhi,Delhi,34596,Retired,2025-01-26 20:25:11,VERIFIED,UNKNOWN
USR48059,Reyansh Banik,TYTZX-1047-S,8925-2079-8112,15-Sep-1972,Lucknow,Uttar Pradesh,"INR 30,266",Farmer,2025-08-30 03:40:00,APPROVED,LOW
USR86994,Devika Modi,toyat6911n,6700 1113 6656,05/12/2000,pune,Maharashtra,,Self Employed,,Verified,low
USR22258,Avi Dutt,PTZUB2767B,1962-9011-0771,01-27-1993,Jalandar,Punjab,-19862,Self Employed,1728237658,IN_PROGRESS,medium
usr53957,Ayushman Seshadri,ICJPB0826H,042584773444,938876664,Jalandhar,Punjab,8279,Retired,20/05/2024 12:58 PM,Under Review,low
USR-17440,Azad Chauhan,TBFSG7349Z,675322596198,03/07/1978,lucknow,Uttar Pradesh,"₹49,119",Unemployed,2025-05-05 05:50:43,P,low
USR16431,Gabriel Narula,,8378 7088 5433,10/11/1974,jalandhar,Punjab,11126,Student,19/03/2024 03:49 AM,VERIFIED,high
USR65607,Chakradhar Bobal,ASIEY3799S,3707 9117 9532,1987/01/09,Jalandhar,Punjab,17547,Unemployed,09/05/2024 04:32 AM,Under Review,Low
49142,RanveerSagar,QENUI7638X,0831 7657 3859,17/01/2003,Mumbai,Maharashtra,"INR 27,747",Farmer,22/10/2025 04:00 PM,APPROVED,Unknown
USR96184,Lakshit Khatri,dynpu2884x,935277062881,19/02/1962,ludhiana,Punjab,,Salaried,06-10-2025,KYC_DONE,UNKNOWN
USR21782,Wishi Parmar,LLKEK4065,145961510995,2002/08/28,pune,Maharashtra,"₹84,099",Business Owner,27/06/2024,KYC_DONE,Medium
usr38971,Meghana Mannan,ZOVIV4166E,5951586359978,30/04/2005,HYDERABAD,Telangana,"Rs. 10,722",Freelancer,,KYC_DONE,MEDIUM
USR97910,Vanya Char,PHMM13432G,0179 8514 1570,20/05/1995,pune,Maharashtra,,Salaried,1757182357,PENDING,low
USR 87122,  Girish Raman  ,ZGOYW4028P,5463416936518,04/02/1969 07:02 PM,Bengaluru,Karnataka,"₹27,409",Unemployed,21/12/2025 11:38 PM,VERIFIED,low
USR 26832,ZEHAAN SIBAL,RBRWS9577B,784396032408,1963/11/21,Delhi,Delhi,"Rs. 30,397",Unemployed,23/06/2024,VERIFIED,LOW
USR 12395,Vasatika Agrawal,,2654 3006 8229,24/11/1968,LDH,Punjab,,Unemployed,11-Jun-2024,KYC_DONE,low
USR77676,Kai Bha11a,KGXMW3755J,126132000830,11/05/1980,Jaipur,Rajasthan,36983,Farmer,29-Mar-2025,V,medium
USR33361,Urvi Khosla,AVUOO0151F,523781934554,1960/03/09,ludhiana,Punjab,37253,Self Employed,2025/11/22,Verified,Low
USR44914,Vritti Desai,SAGUS1977W,0003 7453 6560,2006-03-22 16:31:12,jalandhar,Punjab,33179,Student,2025/08/05,Verified,HIGH
USR51419,  Unnati Tata  ,EWLKP 6654 I,1839-7633-1358,09/01/1989,DELHI,Delhi,35074,Self Employed,1770280692,VERIFIED,Low
65587,ikbal lala,HQOZX5267X,487402610727,15-Jul-1991,Chennai,Tamil Nadu,27857,Business Owner,2025/01/06,V,Low
USR15626,Darpan Om,TFSXO8472R,494838338865,298644578,Bengaluru,Karnataka,,Salaried,18/05/2024,APPROVED,Low
USR83365,Hemang Rastogi,LQZFL1189L,,20/01/1978,BLR,Karnataka,"₹15,721",Unemployed,10/06/2024 03:12 PM,VERIFIED,Low
USR44088,Nicholas Ramanathan,YTPPG5873T,,1963/03/24,Jalandhar,Punjab,,Business Owner,2024-08-06 08:04:33,VERIFIED,low
usr81691,lila sundaram,ZBUEF5802G,5342905799,,jaipur,Rajasthan,"Rs. 16,719",Business Owner,2026/03/02,PENDING,MEDIUM
USR69122,Teerth Balan,xblsu3827q,0987077106348,17/11/1967,LDH,Punjab,"Rs. 49,987",Business Owner,2025/12/22,Done,low
69685,Divya Bhatt,ZSNSA0458W,XXXX-XXXX-6845,,chennai,Tamil Nadu,"INR 33,813",Retired,2024/03/27,Verified,MEDIUM
usr72857,Amol Khosla,YDFDI1701W,957698391581,09-21-1985,Bombay,Maharashtra,,Student,,APPROVED,medium
usr76006,Oviya Hans,PUNMV-3972-K,XXXX-XXXX-2335,1975/08/29,delhi,Delhi,"₹24,635",Student,17/09/2024 06:51 AM,KYC_DONE,high
USR43164,ayushman sandhu,WXXKK8616O,5146 3466 6923,12/07/2006,Ludhiana,Punjab,58896,Farmer,2024-03-07 15:09:34,Rejected,LOW
USR55611,Vasatika Rana,XIGZJ8072A,025268705831,308765686,Poona,Maharashtra,"₹19,603",Retired,01-13-2026,Done,Low
usr84559,Jacob Bala,PRJQG 0305 J,0920182816920,10/08/1995,Poona,Maharashtra,"INR 22,164",Freelancer,06-05-2024,Under Review,Low
USR89681,Yoshita Mane,SDMQK4577A,612965491248,2005/04/10,MUMBAI,Maharashtra,40344,Self Employed,19/02/2025,Verified,Low
USR91210,Eta Rau,MZFKP 3249 I,937635664785,,Pune,Maharashtra,16800,Business Owner,2025/03/02,PENDING,LOW
USR 39427,  Diya Nayak  ,GFBBV8115P,4829-3182-2200,29-Dec-1986,Jaipur,Rajasthan,36123,Business Owner,2025-10-25 18:03:55,KYC_DONE,low
USR15305,  Dominic Merchant  ,FNRUX1530X,747591983554,08-21-1997,Jaipur,Rajasthan,"₹21,430",Salaried,06-Jun-2024,VERIFIED,low
USR39854,Yoshita Keer,CLPHX6221K,632468238824,1983/06/06,Bombay,Maharashtra,"Rs. 46,915",Salaried,31-Jan-2026,Done,MEDIUM
USR27161,Nitara Kari,VZAYR1535L,022991013657,1998/08/18,Hyderabad,Telangana,20441,Farmer,23-Mar-2026,Done,low
USR96337,Zaitra Issac,VQKLX3400G,3029-4054-9976,1981/07/29,Chennai,Tamil Nadu,,Self Employed,16/01/2025,APPROVED,Medium
51204,Chanakya Borde,NNPYI4389G,6173050282,1998-12-11 04:15:09,JPR,Rajasthan,29197,Business Owner,05/10/2024 06:21 AM,Verified,low
USR32579,Qushi Agarwal,ZTAQX3955M,,14-Feb-1962,Bengaluru,Karnataka,,Unemployed,01/01/2026,PENDING,Low
USR66289,Adweta Manne,VOENP2775O,539479520579,1975-12-20 16:37:17,LDH,Punjab,"Rs. 32,726",Freelancer,30-Jun-2025,Verified,Medium
USR45779,  Vedika Patel  ,KZQDM0810R,6741-8004-6749,1969/06/22,LDH,Punjab,31112,Salaried,2024-04-18 12:58:24,Verified,MEDIUM
USR75234,hemal sidhu,EIXJV5028X,171636708928,1976-12-15 22:25:55,jaipur,Rajasthan,9389,Gig Worker,1717470534,KYC_DONE,Low
USR39829,Manbir Madan,RYZQQ9859W,070802368423,549875909,chennai,Tamil Nadu,34215,Gig Worker,2024/07/01,VERIFIED,High
USR43698,Sachi Ratti,ZSPKM9428L,138793698548,1983-09-29 13:22:28,Dilli,Delhi,31.6k,Self Employed,1763220950,Done,medium
USR37974,Yoshita Sahni,RAVRG3802R,,19-May-1966,Poona,Maharashtra,Not Available,Gig Worker,12-25-2025,V,Low
86327,Rohan Mander,BMRMT16120,2406059029090,1984-01-18 03:39:37,Poona,Maharashtra,"Rs. 49,241",Business Owner,08/07/2025 01:08 PM,VERIFIED,LOW
USR73093,  Widisha Badami  ,CVKED-9150-F,XXXX-XXXX-9628,,Jaipur,Rajasthan,16723,Self Employed,30/11/2024 12:29 AM,Done,low
USR64007,Aradhana Sathe,RLQHA1721T,XXXX-XXXX-5298,1997/03/25,Lucknow,Uttar Pradesh,12690,Unemployed,12-23-2025,Verified,HIGH
USR11660,Girish Parekh,CHMCO-4946-K,8661717918,,Amritsar,Punjab,"Rs. 16,768",Freelancer,2026-01-21 15:55:08,APPROVED,LOW
USR 51609,shivansh kashyap,,459984843988,1034389068,JPR,Rajasthan,"Rs. 43,384",Gig Worker,2025-04-17 15:46:40,Verified,low
USR24722,Kamala Mishra,AMDSB7692K,405316862483,06/11/1972,chennai,Tamil Nadu,46019,Freelancer,1744692067,IN_PROGRESS,low
USR29181,Aahana Wa1ia,VTYDO8810G,514646079648,12/11/1969,ludhiana,Punjab,"₹25,516",Unemployed,05/01/2025 04:06 PM,APPROVED,UNKNOWN
USR68227,  Eshana Vyas  ,RRWAV3406N,2868547891,29/06/1983,Chennai,Tamil Nadu,Not Available,Unemployed,18-Nov-2024,Done,low
USR96987,Shivansh Prabhu,RFDII4972S,5859-4440-5421,31-Dec-1993,jaipur,Rajasthan,47824,Student,20/03/2025,Under Review,low
USR16585,Rachita Rana,ROPMS9784W,766563470595,19-Apr-1965,jalandhar,Punjab,75727,Farmer,2024/08/08,Verified,medium
USR29788,Jeet Bakshi,msxcw1431c,0438 1534 0628,03/08/1987 01:07 AM,Bengaluru,Karnataka,,Salaried,11/01/2025,Verified,Low
USR28843,  Faraj Shroff  ,XNLTO8737I,805753310592,1996/08/30,BLR,Karnataka,,Self Employed,2025/07/11,VERIFIED,MEDIUM
USR77435,Pooja Varghese,BCFNM2335I,532799131801,22/05/1963,Jalandar,Punjab,"Rs. 16,758",Unemployed,13-Jun-2025,IN_PROGRESS,Low
79278,Gautami Menon,AWMEJ4366W,4476-6453-6814,22/04/1970 05:28 AM,Bangalore,Karnataka,"Rs. 63,543",Salaried,20/01/2024,VERIFIED,HIGH
USR94550,URMI TAILOR,PQEOR5488U,3376-2100-3009,1995-11-30 16:29:56,ASR,Punjab,"₹29,571",Student,23-Feb-2026,APPROVED,Low
usr58365,Advaith Kunda,LTLGT9787,410778308937,21/11/1994 09:33 PM,Jalandar,Punjab,16.9k,Self Employed,2024-08-30 14:53:53,Rejected,low
USR18476,Gaurangi Sethi,,4262-0045-3438,25/03/1983,lucknow,Uttar Pradesh,"Rs. 16,590",Student,,Pending,HIGH
47687,Amara Edwin,acddk5070v,017772380746,1971-06-03 08:10:22,Amritsar,Punjab,41935,Salaried,23/11/2025 01:06 PM,Verified,Low
USR71518,Anay Kaur,YOKUT1730L,1056 2142 9409,05-27-1996,Lucknow,Uttar Pradesh,21.3k,Gig Worker,28/01/2025,Verified,Low
USR43795,Bhavani Mahal,TQDSC0420P,,08-Nov-1984,amritsar,Punjab,30792,Self Employed,04/12/2025 11:56 AM,APPROVED,Medium
USR92105,eshana menon,SIASV1662A,1369 6255 3379,1992/04/06,jalandhar,Punjab,"₹15,389",Farmer,,V,medium
USR18106,  Jeevika Nori  ,WAIRA6101W,150761635806,08/05/1982 07:12 AM,Poona,Maharashtra,19318,Salaried,2024/10/31,Verified,LOW
USR43045,sai dugar,PKZHV 5682 G,6276072824,2006-03-08 08:43:34,Bengaluru,Karnataka,21985,Unemployed,2025-05-05 01:26:59,FAILED,low
USR49360,Kabir Deep,PTXMZ23030,3200-7244-1471,27/12/1996,pune,Maharashtra,20256,Student,22-Mar-2024,APPROVED,Low
USR-27920,Indali Dara,CRDPH7474J,030287461684,,Lucknow,Uttar Pradesh,38296,Business Owner,2024-06-08 00:07:00,Verified,Low
usr45732,Nisha Acharya,OIQBL 3368 U,6314-9770-5474,,ludhiana,Punjab,35740,Unemployed,09-06-2025,KYC_DONE,high
98966,Zaid Kanda,TIHWE2750I,748703573731,2007-04-08 18:45:44,jalandhar,Punjab,19199,Farmer,2024-03-30 12:34:04,APPROVED,LOW
USR32777,LAJITA SETHI,BMRCO1481L,5860 9681 8383,24/02/2000 05:33 AM,ASR,Punjab,-28604,Self Employed,18/01/2026 01:20 PM,PENDING,low
USR23853,lekha memon,,XXXX-XXXX-9625,21-Mar-1989,LKO,Uttar Pradesh,27203,Self Employed,09-09-2024,V,HIGH
USR32054,Kiaan Shankar,OOHFI 0944 L,726602892015,16-Dec-1970,jalandhar,Punjab,"INR 21,726",Business Owner,02-Mar-2024,V,low
usr95239,  Bhavani Jhaveri  ,CEZTY 0180 A,6414-7742-5836,13/08/1975 01:02 PM,Hyd,Telangana,16700,Farmer,25-May-2024,KYC_DONE,Low
usr78663,  Ojasvi Mander  ,,5909 0503 8786,03-31-1978,Bombay,Maharashtra,"Rs. 18,745",Business Owner,2025/04/06,VERIFIED,Low
usr_52188,Jagat Gara,JUJCJ3808N,XXXX-XXXX-7841,19/04/1965,Calcutta,West Bengal,"Rs. 37,046",Salaried,,APPROVED,MEDIUM
usr_85661,Robert Krishna,HFXNZ8620K,396243777634,1962/08/24,Mumbay,Maharashtra,76095,Salaried,2025-03-21 08:18:52,V,LOW
USR56674,garima keer,ANLGW9533,6858-2546-3039,12-06-1991,Madras,Tamil Nadu,25131,Self Employed,2025-10-07 20:11:17,KYC_DONE,low
USR20978,Meghana Bai1,AUUPK9099,3561 5443 6114,28-Jun-1963,chennai,Tamil Nadu,61992,Freelancer,09/04/2025,APPROVED,low
USR48844,MANTHAN GOKHALE,ANPGG9745N,434575434021,1961/11/30,jaipur,Rajasthan,"Rs. 80,726",Self Employed,10-27-2025,Verified,Low
USR88732,Fariq Karpe,DZIAE5026L,9683-0110-4052,04/05/1960,jaipur,Rajasthan,,Farmer,2026/01/08,R,Unknown
usr_42640,Meghana Baria,EQYUQ0734L,2094-7118-1664,01-17-1979,Bangalore,Karnataka,-51727,Business Owner,,VERIFIED,LOW
USR19651,XAVIER ANDRA,FBWIJ1991X,839082213268,21/02/1977,amritsar,Punjab,12898,Self Employed,22-Mar-2026,VERIFIED,low
USR46866,ABHIMANYU SANI,GLKLD3630A,113844765699,08-31-1991,ASR,Punjab,"₹36,119",Salaried,17/03/2026,V,Unknown
USR 51241,Michae1 R0y,QYYYB8951,937409806827,07/03/2000,HYDERABAD,Telangana,,Unemployed,16-Jul-2024,VERIFIED,Medium
USR69927,Kai Dora,YMNYR7903R,006176742939,05/03/1997,JPR,Rajasthan,8229,Unemployed,06-04-2024,KYC_DONE,Low
USR 38700,Pavani Rama,tsozd7811f,593631620657,1967/07/06,MUMBAI,Maharashtra,"INR 48,729",Student,09-30-2025,APPROVED,medium
USR91795,Nachiket Chaudhari,ENPEH1449C,724831448707,11-02-1992,Jaipur,Rajasthan,6078,Farmer,2026/01/17,Under Review,low
USR49566,Hemang Hari,LRBYE-0843-Y,440360855352,,bengaluru,Karnataka,12456,Self Employed,02/03/2025 08:55 PM,APPROVED,low
USR12959,Champak Tandon,MDAVY5919C,5680 0835 9004,07-Dec-1969,Pune,Maharashtra,"INR 22,097",Self Employed,1706723725,APPROVED,Low
58541,Dhriti Saini,qqxad8693a,8099043876,2003/06/11,Poona,Maharashtra,43.4k,Self Employed,2025-06-18 18:50:30,VERIFIED,low
USR57315,Vyanjana Zachariah,,932330596107,13/02/1998,LDH,Punjab,27464,Gig Worker,07-Nov-2025,FAILED,LOW
USR86253,VirajDugar,AZCPU9435E,533585984187,05-Sep-2002,Bengaluru,Karnataka,51941,Farmer,13/01/2026,KYC_DONE,low
usr_45421,ADVIKA AGARWAL,SMUGK2657P,8800 6879 1048,2004-08-15 20:35:11,Dilli,Delhi,16962,Farmer,17/12/2025 11:24 PM,Verified,unknown
USR98401,Raghav Narayanan,BAEYY6928E,048816320695,04/08/1992,Lucknow,Uttar Pradesh,77312,Salaried,2025/09/20,Done,medium
USR10341,Daksha Khare,VKYGC-2749-O,413617291673,,Poona,Maharashtra,59899,Unemployed,,APPROVED,MEDIUM
USR18977,Niha1 Rama,QVSNN8092A,119483426719,1976-01-07 13:10:34,jaipur,Rajasthan,"Rs. 36,445",Unemployed,20/12/2025,Done,LOW
USR62550,Samesh Mann,ybwkp1613r,941615192621,04/05/1991 01:38 AM,Kolkata,West Bengal,-20962,Student,2024/10/23,Done,high
USR54621,Ishani Choudhury,RXBHZ3983F,7728127996,,Lucknow,Uttar Pradesh,"INR 22,420",Retired,1751599805,Done,high
USR53647,VEDA PAREKH,NWPVZ3574Z,XXXX-XXXX-1683,06-19-1994,chennai,Tamil Nadu,"INR 20,788",Student,11-14-2025,Verified,LOW
USR87389,Mekhala Swamy,YLOBX-7855-R,298614279763,,ASR,Punjab,-18166,Retired,13/02/2026,KYC_DONE,Low
USR74741,Ekantika Luthra,HLYIC4826C,308448000239,31097421,Hyderabad,Telangana,"₹37,184",Freelancer,,APPROVED,unknown
usr21780,Victor Mody,ATFMZ0593X,0536-2062-7520,09-Jun-2001,Bangalore,Karnataka,"INR 22,500",Student,2025/06/25,Done,medium
USR71880,Y0shita G01a,ZNGUV 8612 W,278844997024,457581463,LDH,Punjab,75900,Retired,02-09-2026,Done,High
67719,CHATURA BANSAL,RFPBZ9064N,578202404911,29/01/1997,JPR,Rajasthan,36573,Business Owner,2026-01-28 16:10:32,KYC_DONE,Low
usr_76659,Chatresh Dhi110n,ERNQS5096E,8986-1912-4599,1977/09/25,Poona,Maharashtra,16195,Unemployed,2024-08-06 19:19:07,VERIFIED,low
USR61932,  Barkha Panchal  ,TOOBN-9403-A,XXXX-XXXX-1405,,Hyd,Telangana,52092,Farmer,24/06/2024,APPROVED,low
USR72972,Hredhaan Chaudhary,EPUIU6398S,508980367286,566155162,Mumbai,Maharashtra,-12841,Self Employed,03-24-2025,P,Medium
USR-14485,kritika nori,ZAQVG3048G,685426512793,-179686062,ASR,Punjab,23867,Freelancer,29/03/2026 02:01 PM,Under Review,Low
USR 28684,Prisha Dash,FXGOA1033U,8960-5648-5937,126888841,Pune,Maharashtra,32292,Gig Worker,12/02/2026,KYC_DONE,UNKNOWN
USR44798,Yash Sawhney,,607223398687,1990-07-14 13:41:10,BLR,Karnataka,"INR 41,832",Salaried,08-Jan-2026,V,Low
USR59460,Vaishnavi Modi,aqzcl8301k,738200341220,27/09/1991,LKO,Uttar Pradesh,"₹20,870",Freelancer,2025-10-27 08:51:54,VERIFIED,MEDIUM
USR71187,Nitesh Sarraf,XLFIK-0190-K,1458-3299-7418,17-Nov-2005,Dilli,Delhi,18732,Salaried,01-17-2024,KYC_DONE,Low
usr13857,SUDIKSHA KAUR,XIGQT1653N,844230575015,18/03/1962,kolkata,West Bengal,,Self Employed,15/06/2025 12:05 AM,Verified,low
USR-13511,Geetika Kant,XDXOD0798I,185283186774,439793366,bengaluru,Karnataka,"Rs. 16,800",Freelancer,01-24-2026,KYC_DONE,High
USR67092,Bakhshi Vig,ZZZOO6570E,4912-9840-4066,2007-02-10 17:26:50,Pune,Maharashtra,"₹15,653",Self Employed,2024/04/27,V,low
USR13585,Akshay Choudhury,QOVES 2990 B,935665928621,15/06/1966,Jalandar,Punjab,82753,Self Employed,2025/01/18,VERIFIED,Medium
81795,Robert Date,RXDIV9713H,2177-0399-4328,28/11/1971 01:54 AM,Jalandar,Punjab,"Rs. 14,119",Unemployed,2024-12-20 20:42:53,VERIFIED,MEDIUM
USR36971,Ria Doctor,HDCCN11540,,08-Nov-1988,jaipur,Rajasthan,47918,Business Owner,1750988335,APPROVED,Low
usr_46832,Manya Gupta,jvjjo0219m,820010661467,14/05/1994,Ludhiana,Punjab,"₹13,251",Business Owner,2025-08-30 07:09:59,VERIFIED,LOW
USR32298,Pallavi Contractor,imrtf7050o,3672-2219-9726,10-Dec-2007,Pune,Maharashtra,27833,Student,05-16-2025,VERIFIED,Low
USR34126,CharviDhawan,PSCFE5540D,2274-1014-4760,05/05/1979,Lucknow,Uttar Pradesh,41577,Farmer,04/03/2024,VERIFIED,Low
usr83570,Dalbir Dixit,UDCFQ0421J,,1968-06-18 22:58:48,Hyderabad,Telangana,Not Available,Unemployed,2025-06-24 22:35:37,PENDING,low
USR 77458,faqid srivastava,YPIEI0289T,171065876188,29/12/1964,Hyderabad,Telangana,,Business Owner,,KYC_DONE,Low
USR68502,Aryan Lall,KDBAS0116I,912278488391,01/04/1966,HYDERABAD,Telangana,61691,Unemployed,1752812665,KYC_DONE,Low
