merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
7017,DeepGroup,,Hospitality,INDIVIDUAL,Dilli,Delhi,,,Live,1258.92
MCH8506,"HANDA, SAHNI AND SAWHNEY",4814,Telecom,PARTNERSHIP,HYDERABAD,Telangana,01-12-2026,NA,A,Rs. 339
mch6839,VARUGHESE LLC,5912,Medical,INDIVIDUAL,JPR,Rajasthan,05/05/2025,4050131250,Live,"Rs. 1,354"
MCH8735,Ha1der-Mane,5411,Grocery,PARTNERSHIP,Pune,Maharashtra,1681274753,PJBJ0308854019653,Enabled,"Rs. 7,303"
MCH9443,"Bumb, Sama and Prashad",4131,Transport,SOLE-PROPRIETOR,lucknow,Uttar Pradesh,2024/03/28,,Active,712.16
MCH3125,Din-Dara,05699,CLOTHS,partnership,delhi,Delhi,15/11/2025,NBXZ1237892442741,Active,"INR 3,672.47"
MCH3092,"Dutta, Vasa and Jayaraman",5999,Miscellaneous,Private Limited,Amritsar,Punjab,,4110907056,Active,"₹1,605.55"
MCH 1365,  Agate PLC  ,5942,Stationery,PARTNERSHIP,pune,Maharashtra,10/12/2024,NA,Live,-2839.17
MCH8679,Dutt-Goel,04814,phone service,Private Limited,kolkata,West Bengal,2024/08/14,XXXX4631,Active,423.15
MCH3722,"BEN, DHINGRA AND GARDE",5942,Books,PRIVATE_LIMITED,delhi,Delhi,01-28-2025,,Inactive,₹163.22
MCH5606,Sunder Inc,,Hospitality,partnership,Ludhiana,Punjab,25/06/2023,TYTS3020219689289,ACTIVE,965.69
MCH6384,"Rave1, Mane and Madan",05912,Pharmacies,Partnership,Delhi,Delhi,26/04/2023 06:56 AM,8497490345,A,₹334.08
mch4170,Bahri-Mangat,5812,FOOD_SERVICES,sole_proprietor,Poona,Maharashtra,15/03/2023,XXXX2954,Enabled,926.11
MCH9537,Chakrab0rty PLC,5942,BOOKS_STATIONERY,individual,amritsar,Punjab,1735799074,XXXX8422,ACTIVE,-1188.48
MCH9787,Nigam LLC,7011,hotels,PRIVATE_LIMITED,jaipur,Rajasthan,18/06/2023,NA,Active,717.19
mch8895,Chakraborty-Apte,7011,Hotels,SOLE-PROPRIETOR,Jalandar,Punjab,2023-05-04 01:45:30,8501954276,Active,"2,412.11"
MCH 1773,Prakash-Malhotra,5411,Grocery Stores,INDIVIDUAL,Jalandhar,Punjab,,XEKJ5137440988369,ACTIVE,"₹1,551.73"
MCH3662,dey llc,5999,Misc Retail,Sole Proprietor,Calcutta,West Bengal,2023-09-24 17:57:18,XXXX8815,Suspended,
MCH6301,"Apte, Vohra and Gade",4814,Telecom,PARTNERSHIP,Jalandar,Punjab,2023/03/30,NA,ACTIVE,"2,355.49"
MCH-5745,Sawhney-Apte,,chemist,private_limited,delhi,Delhi,1749009414,6957896911,A,2109.42
MCH6441,Boase Group,5942,Books,SOLE_PROPRIETOR,amritsar,Punjab,18/10/2024,XXXX1328,Active,"₹4,755.40"
MCH6394,YogiInc,5699.0,CLOTHS,PRIVATE-LIMITED,Calcutta,West Bengal,20/10/2023,,Active,1717.76
MCH7172,Chandran-Palla,5311,Department Stores,PARTNERSHIP,Pune,Maharashtra,09-23-2025,XXXX0145,Enabled,1177.65
MCH4843,KURUVILLA-PILLAY,4814,phone service,individual,Bengaluru,Karnataka,18/08/2025,VYHF0905352746746,Live,-898.89
MCH 7272,Bansal-Das,05912,Pharmacy,Sole Proprietor,Ludhiana,Punjab,20/12/2023 09:43 PM,XXXX6496,Active,₹391.71
MCH9906,"Raj, Goda and Rastogi",05912,Pharmacy,Private Limited,Pune,Maharashtra,01-31-2025,2812012011,ACTIVE,543.33
MCH5797,Bhatt Ltd,5942.0,BOOKS_STATIONERY,individual,chennai,Tamil Nadu,,XXXX5629,ACTIVE,"Rs. 1,641"
MCH4356,"Guha, Sheth and Ravi",5912,Medical,Partnership,Kolkata,West Bengal,2024/07/06,3427547300,ACTIVE,2725.51
MCH8558,Dutt-Tailor,5311,Retail,SOLE-PROPRIETOR,amritsar,Punjab,29-Dec-2024,,Enabled,₹857.14
MCH1764,"Kurian, Vaidya and Loyal",5999,Misc Retail,INDIVIDUAL,LKO,Uttar Pradesh,16/11/2025 04:20 AM,QLVG4760642998653,Blocked,419.98
MCH3308,Setty LLC,5942.0,Book Store,PARTNERSHIP,Poona,Maharashtra,28/06/2023,,Active,883.84
MCH7664,Datta Ltd,UNKNOWN,TRAVEL,PARTNERSHIP,Kolkata,West Bengal,,XXXX7337,ACTIVE,990.98
MCH4521,Raman PLC,5699,Apparel,private_limited,HYDERABAD,Telangana,02/04/2023 12:10 PM,,Live,4397.68
MCH2356,Baria PLC,,chemist,INDIVIDUAL,LDH,Punjab,1712055922,NA,A,2672.62
MCH7772,"Chatterjee, Wason and Nadkarni",MCC-5311,DEPT_STORE,PARTNERSHIP,Bombay,Maharashtra,2026-01-02 19:37:55,XXXX1871,Live,541.48
MCH2894,Rege-Baria,5699,garments,PRIVATE-LIMITED,delhi,Delhi,2024/12/22,XXXX3813,A,2107.84
MCH1370,Wable LLC,4814,Telecom,PRIVATE-LIMITED,Jalandar,Punjab,19/11/2023,6802604838,A,"INR 3,898.88"
mch6370,"Dass, Hegde and Viswanathan",05812,FOOD_SERVICES,Partnership,jaipur,Rajasthan,2023-03-24 18:53:14,PUYW3534134349316,Live,2201.27
MCH 5963,GOYAL-SUR,5812,Restaurants,PRIVATE_LIMITED,chennai,Tamil Nadu,14/09/2025 08:31 AM,XXXX6740,Live,"Rs. 3,785"
MCH8295,MAMMEN LLC,5999,Miscellaneous,PRIVATE_LIMITED,Chennai,Tamil Nadu,11-04-2024,XXXX0713,Live,1554.58
MCH5980,Arya LLC,7011,Hospitality,PRIVATE-LIMITED,Ludhiana,Punjab,,NA,ACTIVE,"₹2,432.63"
MCH-2956,BAVA LTD,NA,TELECOM,INDIVIDUAL,DELHI,Delhi,01-18-2023,2075067293,Active,"INR 2,838.96"
MCH8958,Verma-Biswas,5699,CLOTHS,Partnership,Amritsar,Punjab,06/03/2023 02:48 PM,,A,7196.61
MCH4457,"Chanda, Parikh and Hayre",5999,Retail Other,PRIVATE_LIMITED,amritsar,Punjab,,NA,Live,
MCH1785,  Shere-Pall  ,5311,Department Store,SOLE_PROPRIETOR,Calcutta,West Bengal,05/08/2023 05:22 AM,,A,2271.85
MCH4357,Som and Sons,MCC-5311,Retail,INDIVIDUAL,LDH,Punjab,,XXXX0823,Enabled,
MCH8209,Pai-Gokhale,5311,Retail,PRIVATE-LIMITED,JPR,Rajasthan,1679521754,,Disabled,INR 426.65
MCH7311,Dhar PLC,5411,GROCERY_STORE,Private Limited,MUMBAI,Maharashtra,,NA,Enabled,148.28
MCH5683,"Magar, Cherian and Wable",5912,chemist,PARTNERSHIP,Amritsar,Punjab,2024/08/07,3259910905,Live,"₹1,544.64"
MCH8391,Talwar-Bhasin,misc,garments,individual,ludhiana,Punjab,21-Oct-2025,9793728885,Enabled,"Rs. 2,052"
MCH8060,"Pall, Lal and Ahluwalia",5812.0,Food,individual,LKO,Uttar Pradesh,07/10/2023,OYJG7569387470582,Live,"4,990.63"
MCH4319,Luthra-D’Alia,,Apparel,PARTNERSHIP,Madras,Tamil Nadu,2024-07-23 16:12:09,,A,"5,413.24"
MCH7609,Mitta1 PLC,5912,MEDICAL_STORE,individual,jalandhar,Punjab,10-Mar-2025,XXXX5424,Enabled,-7169.86
MCH5972,Mane Ltd,5942,BOOKS_STATIONERY,Individual,amritsar,Punjab,03/06/2024 07:02 AM,XXXX0204,Enabled,INR 644.97
MCH-7572,"Nori, Kibe and Das",5699,Fashion,SOLE_PROPRIETOR,lucknow,Uttar Pradesh,11-28-2023,BLHB3138092170893,Enabled,Rs. 870
MCH2530,Palla-Datta,5942,Books,partnership,Poona,Maharashtra,2023/08/03,NA,Enabled,2593.27
MCH3499,"Gaba, Nanda and Pillay",5812,food,PRIVATE-LIMITED,mumbai,Maharashtra,30-Sep-2023,,Active,804.98
MCH 3788,Kuruvilla Ltd,5411,grocery stores,sole_proprietor,Hyderabad,Telangana,03-Oct-2024,,Suspended,"4,329.09"
mch1493,"Kar, Nath and Koshy",5942,BOOKS_STATIONERY,INDIVIDUAL,BLR,Karnataka,28-Jan-2023,XXXX9866,Active,
MCH 6105,lala group,7011,Hotel,SOLE_PROPRIETOR,bengaluru,Karnataka,01-25-2023,,ACTIVE,"1,595.66"
MCH5697,"Kapadia, Sharma and Maharaj",,Retail Other,partnership,Poona,Maharashtra,27/08/2023,IHYO1132265068472,Live,4565.23
MCH4072,Singhal-Natarajan,5812,Restaurant,SOLE-PROPRIETOR,chennai,Tamil Nadu,,XXXX4620,ACTIVE,2593.54
mch1732,Badal-Chacko,4131,TRAVEL,sole_proprietor,kolkata,West Bengal,01-02-2024,,A,INR 888.60
MCH-2610,Chopra-Narayanan,5311.0,DEPT_STORE,sole_proprietor,delhi,Delhi,05/07/2023,NA,Live,1284.93
MCH3898,Wadhwa-Sahni,5699,Fashion,PRIVATE_LIMITED,LDH,Punjab,05-Aug-2025,NA,A,
MCH5939,"mohan, varughese and johal",5411,GROCERY_STORE,Partnership,bengaluru,Karnataka,20/12/2024,XXXX0991,Active,"4,307.34"
MCH6742,Mammen Gr0up,4814,phone service,Private Limited,Kolkata,West Bengal,03-20-2024,XXXX8463,Live,"₹6,284.10"
MCH9601,Murthy-Sagar,5999,Retail Other,PRIVATE-LIMITED,delhi,Delhi,,4391317650,Live,2574.06
MCH9793,Brar Ltd,,Fashion,PRIVATE-LIMITED,Bangalore,Karnataka,,4222281666,Enabled,198.68
MCH4349,"naik, pandey and din",MCC-4131,Transportation,Partnership,Bengaluru,Karnataka,30/06/2023 08:31 PM,NA,ACTIVE,2172.69
MCH2081,Date PLC,5311,Department Stores,Private Limited,LKO,Uttar Pradesh,2023/04/01,XXXX3660,Live,INR 275.64
MCH8181,Mall-Chatterjee,4131,Transportation,INDIVIDUAL,Amritsar,Punjab,,6803575158,Active,-1624.73
MCH 4363,NARAYAN-SANGHA,7011,HOTEL_LODGING,Sole Proprietor,jalandhar,Punjab,,,ACTIVE,598.32
mch4900,Issac-Venkataraman,5912.0,Pharmacies,SOLE_PROPRIETOR,Kolkata,West Bengal,2023-08-15 07:39:24,NA,Live,"INR 1,519.72"
MCH8157,"mahal, srinivas and vasa",,Pharmacy,Sole Proprietor,delhi,Delhi,1728465417,XFHS0358306861946,Disabled,"1,033.09"
MCH5247,Nagi Ltd,4814,Telecom,Partnership,Amritsar,Punjab,06/06/2025,,Hold,INR 632.92
MCH2116,Chaudhari and Sons,5699,garments,individual,JPR,Rajasthan,02/09/2023,XXXX7517,A,947.14
MCH1254,Pant-Muni,4131,TRAVEL,partnership,DELHI,Delhi,21/10/2023,NA,A,781.27
MCH2191,"Raval, Halder and Brahmbhatt",5999,Retail Other,sole_proprietor,Bengaluru,Karnataka,09-15-2023,,A,"₹2,745.45"
MCH1227,  Dyal Ltd  ,5999,Other,individual,ludhiana,Punjab,09-21-2025,QLYV4506400926648,Live,602.09
MCH8085,VERMA-RAMACHANDRAN,5942,Stationery,INDIVIDUAL,pune,Maharashtra,10-22-2025,7310237630,ACTIVE,
MCH-1882,kamdar-banik,5812,Food,Partnership,Ludhiana,Punjab,,NA,Inactive,₹427.50
MCH 5494,Bhavsar-Jhaveri,5912,chemist,INDIVIDUAL,Ludhiana,Punjab,05-23-2023,SVWM6177755227439,Live,Rs. 325
MCH9640,Aurora and Sons,04131,TRAVEL,Sole Proprietor,Lucknow,Uttar Pradesh,1694242490,6211538586,Live,"₹1,623.21"
MCH9679,RAMAN LTD,,HOTEL_LODGING,SOLE-PROPRIETOR,DELHI,Delhi,07-09-2024,PIVF1729636161305,I,310.73
MCH7519,"Sarkar, Garg and Kumar",4131,Bus/Taxi,partnership,LKO,Uttar Pradesh,01/06/2025,6307100507,I,₹771.94
MCH7061,Grover and Sons,7011,Hospitality,INDIVIDUAL,JPR,Rajasthan,1686608001,,A,462.72
MCH3916,"Parmer, Chakrabarti and Sibal",04131,Transport,individual,Jaipur,Rajasthan,03-Jan-2025,XXXX6443,Enabled,Rs. 794
mch5043,"Chakraborty, Gour and Kothari",4131.0,TRAVEL,PRIVATE-LIMITED,Calcutta,West Bengal,2025/03/17,ROSR2212738533894,I,614.63
MCH1343,"Madan,TrivediandGanguly",NA,garments,individual,BLR,Karnataka,15/10/2025,QSCH7195613672769,ACTIVE,"1,927.76"
MCH6666,  Baral Inc  ,05699,Clothing,Individual,Bengaluru,Karnataka,2025/12/22,DXHD9016941179950,Active,381.87
MCH2997,Karan Inc,7011,Hospitality,PRIVATE-LIMITED,lucknow,Uttar Pradesh,16/10/2023 05:07 PM,1402967436,Live,1286.53
MCH1257,Varma-Maharaj,5942,Books,sole_proprietor,Calcutta,West Bengal,15/04/2023 04:16 PM,VIAW9051693811302,ACTIVE,3059.27
mch8719,kala llc,5311,Department Store,INDIVIDUAL,Kolkata,West Bengal,2025/10/25,NA,ACTIVE,"INR 2,779.32"
MCH 3086,Pant Inc,5812,Food,PRIVATE-LIMITED,chennai,Tamil Nadu,2023-10-13 11:54:24,XXXX6152,Active,287.52
mch1642,Zacharia-Dhawan,5411,GROCERY_STORE,PARTNERSHIP,Kolkata,West Bengal,2023-01-02 04:08:32,XXXX3812,Enabled,Rs. 363
MCH4094,jani-mistry,5311,DEPT_STORE,PARTNERSHIP,Amritsar,Punjab,05-06-2024,NA,A,5482.47
MCH5416,Upadhyay LLC,5942,Stationery,INDIVIDUAL,chennai,Tamil Nadu,2024/07/24,XXXX2133,Enabled,
MCH5618,Biswas and Sons,5912,Pharmacies,PARTNERSHIP,delhi,Delhi,03/04/2024 09:03 PM,XXXX7039,Enabled,833.5
MCH2765,"SANT, NATT AND SAWHNEY",7011,Hotel,Private Limited,Kolkata,West Bengal,04/04/2023 09:56 PM,XXXX8678,INACTIVE,"₹1,191.66"
mch3554,"Chowdhury, Mann and Mitter",4131,Transportation,INDIVIDUAL,Jalandhar,Punjab,2025-04-27 19:48:07,XXXX2146,Active,893.92
MCH8718,  Chaudhari-Bhalla  ,5812,eating place,Individual,Poona,Maharashtra,1721709510,NA,ACTIVE,
MCH5683,subramanian group,5311.0,dept_store,PRIVATE_LIMITED,LKO,Uttar Pradesh,1729783610,XUFZ9750077803623,Suspended,774.44
MCH9786,"Pai, Thakkar and Krish",5311,Department Store,PRIVATE-LIMITED,HYDERABAD,Telangana,,,Active,"INR 1,876.06"
MCH3011,"Ahluwalia, Contractor and Comar",5311,Department Stores,SOLE-PROPRIETOR,Dilli,Delhi,11-30-2023,XXXX1217,Closed,"INR 2,626.62"
MCH 3508,  Prabhu and Sons  ,4131.0,TRAVEL,PRIVATE_LIMITED,DELHI,Delhi,26-Jul-2024,,Enabled,"Rs. 1,850"
MCH5805,natarajan-walla,04131,Bus/Taxi,PARTNERSHIP,ludhiana,Punjab,2025-06-03 12:56:57,XXXX1704,Active,₹449.15
MCH3689,"Palla, Gara and Malhotra",5942,Stationery,PARTNERSHIP,Bengaluru,Karnataka,2025/02/04,JSVI9099789537273,Disabled,"1,319.27"
MCH1755,Kulkarni and Sons,MCC-4814,phone service,INDIVIDUAL,MUMBAI,Maharashtra,12-29-2025,9887027328,Active,-1088.47
mch1277,Bhatnagar-Borah,5812,Restaurant,INDIVIDUAL,Kolkata,West Bengal,,4086473586,Active,3540.87
MCH 9696,D’Alia-Bhardwaj,5999.0,Misc Retail,Private Limited,Lucknow,Uttar Pradesh,1708206136,XXXX0392,Active,3568.12
MCH2166,SANT-VENKATESH,5912,Pharmacy,individual,ASR,Punjab,2024/09/20,9608426270,ACTIVE,789.14
MCH4165,"Dhar,PallaandKorpal",4814,TELECOM,private_limited,pune,Maharashtra,2024/05/29,EWYW3013882760872,Hold,
MCH2938,"Babu, Lata and Zacharia",5411,kirana,private_limited,Poona,Maharashtra,06-Sep-2024,ZZOP9174222804228,Live,823.9
MCH6982,"Baral, Ramachandran and Keer",MCC-5942,Stationery,PARTNERSHIP,LKO,Uttar Pradesh,13/09/2025,IVWY4612352669313,Hold,"INR 5,234.31"
mch2220,Tailor and Sons,5311,DEPT_STORE,Sole Proprietor,Mumbay,Maharashtra,1750712067,,Enabled,INR 940.64
MCH-1885,mahal ltd,05999,Other,PRIVATE_LIMITED,HYDERABAD,Telangana,2025-11-07 18:42:57,NA,ACTIVE,Rs. 618
MCH7904,Kapadia-Pandya,5942,BOOKS_STATIONERY,Partnership,chennai,Tamil Nadu,09-20-2023,XXXX8842,Live,6260.03
MCH2211,KRISHNAN-SIBAL,5942,BOOKS_STATIONERY,Individual,Bengaluru,Karnataka,2023-05-28 18:32:06,,ACTIVE,1189.37
MCH7932,SETHI LTD,4814.0,telecom,Private Limited,Bengaluru,Karnataka,20/04/2025 10:28 PM,AUYT1495828220876,Active,4410.18
MCH6765,Sengupta-Keer,5912,chemist,INDIVIDUAL,New Delhi,Delhi,17-Nov-2025,XXXX7076,ACTIVE,"₹1,250.47"
mch7442,Thakur-Rana,05999,Miscellaneous,PARTNERSHIP,kolkata,West Bengal,17/01/2026 10:14 PM,NA,A,-1816.81
MCH6566,"Purohit, Chacko and Kadakia",MCC-4814,Mobile Recharge,Private Limited,chennai,Tamil Nadu,10/03/2024,YAOU8203503390794,Closed,"₹1,923.82"
MCH7728,"  Banerjee, Iyengar and Ganguly  ",7011,Hotel,Individual,jaipur,Rajasthan,10-11-2024,XXXX5198,ACTIVE,750.16
MCH3029,Sarma PLC,4131,transprt,SOLE_PROPRIETOR,Bombay,Maharashtra,15/06/2024,1403660080,A,163.28
MCH3656,kurian-chad,,Restaurant,Individual,Calcutta,West Bengal,18/12/2024 12:21 AM,NA,A,
MCH9393,  Vala-Bahri  ,04814,phone service,SOLE_PROPRIETOR,kolkata,West Bengal,2024-06-09 10:37:28,KRHX3053527242378,S,1926.43
MCH1948,Prabhakar-Kari,5699,Apparel,SOLE_PROPRIETOR,Mumbay,Maharashtra,11-21-2025,,Active,-6392.07
MCH2964,"Nanda, Comar and Sachdev",,Restaurants,SOLE_PROPRIETOR,Delhi,Delhi,05/03/2023,NA,Closed,1238.67
MCH9883,Modi PLC,5411,kirana,sole_proprietor,delhi,Delhi,25/08/2024,XXXX9460,ACTIVE,492.10
MCH8968,"MAJUMDAR, SETTY AND SAHNI",5812,Restaurant,PRIVATE_LIMITED,ASR,Punjab,23/02/2026 01:01 PM,,I,INR 477.90
MCH6410,Dua-Kara,5699,Clothing,INDIVIDUAL,Dilli,Delhi,,NA,Enabled,1003.3
MCH7844,Singh-Mane,,GROCERY_STORE,SOLE-PROPRIETOR,LDH,Punjab,31-Oct-2024,NA,A,"Rs. 1,309"
MCH1424,"GOEL, BALAY AND DUA",7011,HOTEL_LODGING,PRIVATE-LIMITED,Jalandar,Punjab,2025-10-19 00:36:54,,Enabled,5339.46
MCH1101,"Deo, Gill and Dhaliwal",MCC-5812,eating place,Private Limited,delhi,Delhi,26/05/2023 09:37 AM,,Enabled,"₹1,076.28"
MCH-2257,Mandal-Sankaran,5311,Department Stores,Individual,mumbai,Maharashtra,1713481902,,Live,"INR 4,831.04"
MCH 9335,"Sarraf, Wable and Deshmukh",5912,MEDICAL_STORE,individual,amritsar,Punjab,03/05/2023,,ACTIVE,Rs. 399
MCH3487,Subramanian Inc,5812.0,Restaurant,individual,Poona,Maharashtra,26/07/2025,,Live,"₹1,612.87"
MCH6224,"Khatri, Swaminathan and Loke",4131,Transport,SOLE-PROPRIETOR,ASR,Punjab,02/12/2024,CTJV7649423556703,ACTIVE,561.32
MCH3071,Misra-Padmanabhan,MCC-5812,Restaurants,SOLE_PROPRIETOR,ludhiana,Punjab,2024-07-24 08:52:44,IJYT4830685989652,Live,
mch5426,"DORA, SEHGAL AND CHOUDHURY",MCC-4131,Transport,Individual,Dilli,Delhi,2025/11/14,6432706759,Live,598.49
MCH8736,Dora-Sachar,5311,Department Stores,PRIVATE_LIMITED,Mumbai,Maharashtra,2024-10-11 13:06:21,XXXX8019,Active,2228.33
MCH4443,Sachar-Banik,5942,Stationery,PARTNERSHIP,JPR,Rajasthan,12-06-2024,BADT3910512012474,Live,"INR 2,375.86"
MCH1585,Khalsa-Kulkarni,5311,DEPT_STORE,PARTNERSHIP,New Delhi,Delhi,2023/05/22,XXXX6587,Enabled,3398.13
MCH4781,"Mohan, Sharaf and Narula",,Retail,SOLE_PROPRIETOR,Dilli,Delhi,08-Jan-2024,3603337866,Active,482.6
MCH8632,"Koshy, Suri and Dey",5812,Restaurants,INDIVIDUAL,DELHI,Delhi,2025-11-14 10:58:44,BRHB3883781562442,Active,3705.21
MCH 4093,  Krishnamurthy PLC  ,7011,Hotel,PRIVATE-LIMITED,Lucknow,Uttar Pradesh,03-15-2024,XXXX5675,Disabled,1291.9
MCH-7773,Goel-Srivastava,5999,Miscellaneous,individual,Jaipur,Rajasthan,18/07/2024,XXXX1201,S,
MCH4911,"Nigam, Mahajan and Misra",5411,GROCERY_STORE,INDIVIDUAL,bengaluru,Karnataka,06-14-2025,,Live,₹689.30
mch3640,Parikh-Raghavan,7011.0,Hotel,SOLE_PROPRIETOR,Hyderabad,Telangana,11/04/2023 10:07 PM,0058678829,Enabled,400.1
MCH4037,chaudhuri llc,5311,DEPT_STORE,INDIVIDUAL,Hyd,Telangana,11-23-2024,0677487191,Enabled,-2168.76
MCH1483,Mohan-Kari,5942.0,Books,Private Limited,amritsar,Punjab,02-11-2026,XXXX3338,Active,"1,901.08"
MCH7023,Walla-Raj,5311,Department Store,individual,Delhi,Delhi,1678965332,NA,Enabled,"INR 1,307.24"
MCH-4897,Bedi-Mitra,,Medical,Individual,LKO,Uttar Pradesh,,,INACTIVE,-851.98
MCH-7723,"Pandya, Barman and Biswas",5699,garments,private_limited,Ludhiana,Punjab,2025-01-06 01:31:38,MLMI7440738115367,Live,"3,268.86"
MCH7310,Mander Group,05699,Clothing,Partnership,lucknow,Uttar Pradesh,1757308878,WNOZ8918272123966,Closed,1987.96
mch7007,Sastry-Soni,7011,Hotels,sole_proprietor,chennai,Tamil Nadu,01/11/2024,XXXX4092,Disabled,-649.1
MCH5583,"Sama, Thaman and Bakshi",4814.0,Mobile Recharge,INDIVIDUAL,pune,Maharashtra,2023-07-21 01:11:03,XXXX8722,Enabled,2696.94
MCH1297,Luthra and Sons,5411.0,Grocery Stores,PRIVATE-LIMITED,New Delhi,Delhi,2023-06-12 01:16:32,5942366474,Live,381.86
MCH2648,Batta LLC,5999,retail other,PARTNERSHIP,jaipur,Rajasthan,10-10-2024,,Suspended,416.94
2923,Virk Group,4814,phone service,INDIVIDUAL,Jalandar,Punjab,,NA,Active,₹681.07
MCH2765,Mukhopadhyay Inc,5311,DEPT_STORE,SOLE-PROPRIETOR,LKO,Uttar Pradesh,2024/11/19,XXXX9677,Enabled,"INR 3,568.40"
mch5717,"Kuruvilla, Deol and Rama",5942,Stationery,SOLE_PROPRIETOR,jaipur,Rajasthan,16/05/2023 11:01 PM,,Active,8901.44
7313,Comar-Din,4814,Telecom,private_limited,mumbai,Maharashtra,18/01/2026,8645351517,ACTIVE,"1,884.45"
MCH7010,kuruvilla-shanker,5411,kirana,SOLE-PROPRIETOR,Dilli,Delhi,07-22-2023,,S,INR 524.40
8679,MANGAL-GOLE,5942,Books,PRIVATE-LIMITED,Jaipur,Rajasthan,01-Nov-2023,4734640473,Active,₹971.58
MCH3556,"Sant, 0ak and Jani",4814,phone service,PRIVATE_LIMITED,Calcutta,West Bengal,29-Mar-2024,,ACTIVE,-515.95
MCH 6313,Ramanathan PLC,UNKNOWN,Grocery,Sole Proprietor,Mumbai,Maharashtra,,THOM0066375833437,Active,"3,430.73"
MCH5343,Sangha-Pillay,5411,kirana,Individual,LKO,Uttar Pradesh,,4912596257,Inactive,"1,724.67"
MCH4064,"Sidhu, Kunda and Hayre",7011,HOTEL_LODGING,INDIVIDUAL,Pune,Maharashtra,05/02/2025,XXXX9354,Active,1462.39
5167,Bose and Sons,5942,Book Store,PRIVATE_LIMITED,Jalandhar,Punjab,20/08/2025 05:50 PM,,Inactive,"INR 1,269.25"
MCH-8005,"  Kumar, Ahluwalia and Thaman  ",4131,Transportation,SOLE_PROPRIETOR,Bengaluru,Karnataka,30/06/2025,,Live,-6211.56
MCH-2224,luthra-nagy,,Book Store,Individual,Jaipur,Rajasthan,10-23-2025,HRLX9724386565153,Inactive,₹890.70
MCH6079,"SESHADRI, MUNI AND BANIK",7011,HOTEL_LODGING,INDIVIDUAL,kolkata,West Bengal,02-24-2026,,ACTIVE,434.97
MCH2232,Borde-Sule,5311,Department Store,PARTNERSHIP,HYDERABAD,Telangana,24/02/2025,9040784909,A,642.26
MCH 6172,Raja Inc,5812,Food,Sole Proprietor,Hyderabad,Telangana,09-Nov-2024,NA,Enabled,"Rs. 1,050"
MCH9348,"TOOR, PAREKH AND AGATE",5942.0,Books,private_limited,ASR,Punjab,30-Mar-2025,HCSS6943242832650,A,"4,472.44"
MCH4416,Raju and S0ns,5999,miscellaneous,INDIVIDUAL,bengaluru,Karnataka,04/10/2025,6909361511,Suspended,"Rs. 3,955"
MCH 3275,Sridhar and Sons,5699.0,garments,Partnership,New Delhi,Delhi,2024-04-15 07:33:51,,Hold,
mch5607,Ba1a and S0ns,UNKNOWN,Transport,Individual,DELHI,Delhi,24-Jul-2023,,Enabled,2712.11
MCH6097,MANNAN PLC,5812.0,Restaurant,PARTNERSHIP,LKO,Uttar Pradesh,1739407191,XXXX8307,Live,₹258.41
mch9310,Ganguly-Tella,07011,Hospitality,INDIVIDUAL,pune,Maharashtra,29/03/2024,XXXX9831,A,-482.88
MCH9943,Mukhopadhyay-Kale,5699,Fashion,private_limited,Amritsar,Punjab,2025-11-30 15:51:23,HLRA9462438432419,A,2114.46
MCH-6645,Kalla Ltd,UNKNOWN,CLOTHS,Partnership,ASR,Punjab,29/01/2023 01:22 PM,CBQP9610741406951,ACTIVE,329.87
MCH4406,"Chand, Ahuja and Behl",07011,HOTEL_LODGING,Private Limited,Pune,Maharashtra,2023/06/09,NA,ACTIVE,"Rs. 3,629"
mch4792,Agrawal-Prabhu,5812,Food,SOLE_PROPRIETOR,Madras,Tamil Nadu,2025-11-02 16:37:14,NA,I,"Rs. 1,844"
mch1064,Mishra-Badami,5942,Books,SOLE-PROPRIETOR,lucknow,Uttar Pradesh,12/03/2025,,Live,"₹2,393.66"
MCH2679,"Barman, Bains and Shan",05912,chemist,PRIVATE_LIMITED,mumbai,Maharashtra,2024/12/25,2613968880,Active,1334.82
mch2118,Kakar Group,5812,Food,Sole Proprietor,Dilli,Delhi,2023-07-08 08:31:00,,A,Rs. 683
MCH5505,Wagle Ltd,04131,Transport,PARTNERSHIP,LKO,Uttar Pradesh,06-Jan-2025,,Disabled,INR 318.93
MCH9452,Kapoor-Kara,5999,Other,PRIVATE_LIMITED,kolkata,West Bengal,,TTFV4828934746515,Disabled,
MCH1261,"Cheema, Savant and Bakshi",5311,retail,sole_proprietor,Ludhiana,Punjab,03-Jun-2024,EXGQ1328686965867,Inactive,
MCH8873,"Pathak, Bath and Kant",4131,transprt,PARTNERSHIP,Pune,Maharashtra,11/06/2025,,ACTIVE,"2,212.30"
MCH4606,Vyas-Mukhopadhyay,7011,Hotels,Private Limited,Hyderabad,Telangana,09-29-2025,XXXX6697,Active,₹745.57
MCH8276,"Kakar, Handa and Sachdeva",5812,eating place,Sole Proprietor,Mumbai,Maharashtra,09-23-2025,XXXX1898,ACTIVE,"2,410.37"
MCH6608,"puri, dar and mann",,kirana,PRIVATE-LIMITED,delhi,Delhi,2024-02-10 07:57:42,,Active,-410.36
MCH7605,Kakar-Dhi110n,5311,Retail,Private Limited,BLR,Karnataka,07-21-2025,XXXX1255,Inactive,"₹1,126.42"
