ring_id,ring_type,cycle_accounts,entity_count,composite_score,cluster_volume,description
RING-SYNTH-0758,SYNTHETIC_IDENTITY_MULE_RING,USR41261 -> USR41261,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kai Chokshi, Kai Chokshi"
RING-SYNTH-0757,SYNTHETIC_IDENTITY_MULE_RING,USR31953 -> USR31953,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ekani Kar, Ekani Kar"
RING-SYNTH-0756,SYNTHETIC_IDENTITY_MULE_RING,USR21190 -> USR21190,2,0.7,16828.47,"Duplicate PAN document shared across 2 customer profiles: Ucchal Garde, Ucchal Garde"
RING-SYNTH-0755,SYNTHETIC_IDENTITY_MULE_RING,USR72244 -> USR72244,2,0.7,9971.01,"Duplicate PAN document shared across 2 customer profiles: Indira Iyengar, Indira Iyengar"
RING-SYNTH-0754,SYNTHETIC_IDENTITY_MULE_RING,USR82921 -> USR82921,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Farhan Madan, Farhan Madan"
RING-SYNTH-0753,SYNTHETIC_IDENTITY_MULE_RING,USR83140 -> USR83140,2,0.7,22628.15,"Duplicate PAN document shared across 2 customer profiles: Vivaan Parmar, Vivaan Parmar"
RING-SYNTH-0752,SYNTHETIC_IDENTITY_MULE_RING,USR53049 -> USR53049,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Varshagour, Varshagour"
RING-SYNTH-0751,SYNTHETIC_IDENTITY_MULE_RING,USR80188 -> USR80188,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Forum Balan, Forum Balan"
RING-SYNTH-0750,SYNTHETIC_IDENTITY_MULE_RING,USR68531 -> USR68531,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Unni Bhargava, Unni Bhargava"
RING-SYNTH-0749,SYNTHETIC_IDENTITY_MULE_RING,USR20043 -> USR20043,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dhritisoni, Dhritisoni"
RING-SYNTH-0748,SYNTHETIC_IDENTITY_MULE_RING,USR42539 -> USR42539,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chakradev Bhatnagar, Chakradev Bhatnagar"
RING-SYNTH-0747,SYNTHETIC_IDENTITY_MULE_RING,USR40465 -> USR40465,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Onveer Deol, Onveer Deol"
RING-SYNTH-0746,SYNTHETIC_IDENTITY_MULE_RING,USR72264 -> USR72264,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chaaya Mani, Chaaya Mani"
RING-SYNTH-0745,SYNTHETIC_IDENTITY_MULE_RING,USR69566 -> USR69566,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Pooja Sanghvi, Pooja Sanghvi"
RING-SYNTH-0744,SYNTHETIC_IDENTITY_MULE_RING,USR16555 -> USR16555,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Logan Seth, Logan Seth"
RING-SYNTH-0743,SYNTHETIC_IDENTITY_MULE_RING,USR36883 -> USR36883,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dalaja Dora, Dalaja Dora"
RING-SYNTH-0742,SYNTHETIC_IDENTITY_MULE_RING,USR29146 -> USR29146,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Siddharth Sahni, Siddharth Sahni"
RING-SYNTH-0763,SYNTHETIC_IDENTITY_MULE_RING,USR45525 -> USR45525,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ladli Sandal, Ladli Sandal"
RING-SYNTH-0764,SYNTHETIC_IDENTITY_MULE_RING,USR65822 -> USR65822,2,0.7,22302.24,"Duplicate PAN document shared across 2 customer profiles: Azaan Chatterjee, Azaan Chatterjee"
RING-SYNTH-0765,SYNTHETIC_IDENTITY_MULE_RING,USR51792 -> USR51792,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Veda D'Alia, Veda D'Alia"
RING-SYNTH-0777,SYNTHETIC_IDENTITY_MULE_RING,USR83812 -> USR83812,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Tejas Dugar, Tejas Dugar"
RING-SYNTH-0786,SYNTHETIC_IDENTITY_MULE_RING,USR32236 -> USR32236,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Krishna Chandra, Krishna Chandra"
RING-SYNTH-0785,SYNTHETIC_IDENTITY_MULE_RING,USR65431 -> USR65431,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Radha Sheth, Radha Sheth"
RING-MERCH-0002,MERCHANT_SETTLEMENT_COLLUSION,MCH2885 -> MCH2885,2,0.7,0.0,"Shared bank settlement account 0317882844 across 2 merchants: Varkey, Goda And Bala, Varkey, Goda And Bala"
RING-SYNTH-0783,SYNTHETIC_IDENTITY_MULE_RING,USR69426 -> USR69426,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: David Yogi, David Yogi"
RING-SYNTH-0782,SYNTHETIC_IDENTITY_MULE_RING,USR47224 -> USR47224,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Veer Murthy, Veer Murthy"
RING-SYNTH-0781,SYNTHETIC_IDENTITY_MULE_RING,USR64294 -> USR64294,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nicholas Dugar, Nicholas Dugar"
RING-SYNTH-0780,SYNTHETIC_IDENTITY_MULE_RING,USR36682 -> USR36682,2,0.7,9364.66,"Duplicate PAN document shared across 2 customer profiles: Janaki Savant, Janaki Savant"
RING-SYNTH-0779,SYNTHETIC_IDENTITY_MULE_RING,USR73889 -> USR73889,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Priya Sani, Priya Sani"
RING-SYNTH-0778,SYNTHETIC_IDENTITY_MULE_RING,USR11134 -> USR11134,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Baghyawati Om, Baghyawati Om"
RING-SYNTH-0776,SYNTHETIC_IDENTITY_MULE_RING,USR78954 -> USR78954,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anusha Bedi, Anusha Bedi"
RING-SYNTH-0766,SYNTHETIC_IDENTITY_MULE_RING,USR25428 -> USR25428,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Hritik Devan, Hritik Devan"
RING-SYNTH-0775,SYNTHETIC_IDENTITY_MULE_RING,USR47652 -> USR47652,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rishi Narayan, Rishi Narayan"
RING-SYNTH-0774,SYNTHETIC_IDENTITY_MULE_RING,USR73141 -> USR73141,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yug Rai, Yug Rai"
RING-SYNTH-0773,SYNTHETIC_IDENTITY_MULE_RING,USR55475 -> USR55475,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Lila Murty, Lila Murty"
RING-SYNTH-0772,SYNTHETIC_IDENTITY_MULE_RING,USR35035 -> USR35035,2,0.7,-914.7,"Duplicate PAN document shared across 2 customer profiles: Chaitanya Nair, Chaitanya Nair"
RING-SYNTH-0771,SYNTHETIC_IDENTITY_MULE_RING,USR13678 -> USR13678,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Reva Jaggi, Reva Jaggi"
RING-SYNTH-0770,SYNTHETIC_IDENTITY_MULE_RING,USR14537 -> USR14537,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Odika Sarkar, Odika Sarkar"
RING-SYNTH-0769,SYNTHETIC_IDENTITY_MULE_RING,USR31443 -> USR31443,2,0.7,19950.6,"Duplicate PAN document shared across 2 customer profiles: Ishani Venkatesh, Ishani Venkatesh"
RING-SYNTH-0768,SYNTHETIC_IDENTITY_MULE_RING,USR31889 -> USR31889,2,0.7,6087.18,"Duplicate PAN document shared across 2 customer profiles: Vasudha Mistry, Vasudha Mistry"
RING-SYNTH-0767,SYNTHETIC_IDENTITY_MULE_RING,USR13601 -> USR13601,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Zansi Kumer, Zansi Kumer"
RING-SYNTH-0741,SYNTHETIC_IDENTITY_MULE_RING,USR31086 -> USR31086,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dipta Raj, Dipta Raj"
RING-SYNTH-0740,SYNTHETIC_IDENTITY_MULE_RING,USR62690 -> USR62690,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Andrew Sha, Andrew Sha"
RING-SYNTH-0739,SYNTHETIC_IDENTITY_MULE_RING,USR74510 -> USR74510,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Priya Sahota, Priya Sahota"
RING-SYNTH-0704,SYNTHETIC_IDENTITY_MULE_RING,USR39392 -> USR39392,2,0.7,118.95,"Duplicate PAN document shared across 2 customer profiles: Charan Deshmukh, Charan Deshmukh"
RING-SYNTH-0713,SYNTHETIC_IDENTITY_MULE_RING,USR96325 -> USR96325,2,0.7,23404.51,"Duplicate PAN document shared across 2 customer profiles: Pranav Date, Pranav Date"
RING-SYNTH-0712,SYNTHETIC_IDENTITY_MULE_RING,USR66890 -> USR66890,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Lucky Lall, Lucky Lall"
RING-SYNTH-0711,SYNTHETIC_IDENTITY_MULE_RING,USR15514 -> USR15514,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Gauri Tripathi, Gauri Tripathi"
RING-SYNTH-0710,SYNTHETIC_IDENTITY_MULE_RING,USR71662 -> USR71662,2,0.7,8195.88,"Duplicate PAN document shared across 2 customer profiles: Hemani Bala, Hemani Bala"
RING-SYNTH-0709,SYNTHETIC_IDENTITY_MULE_RING,USR74124 -> USR74124,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Baljiwan Reddy, Baljiwan Reddy"
RING-SYNTH-0708,SYNTHETIC_IDENTITY_MULE_RING,USR44032 -> USR44032,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aarav Rege, Aarav Rege"
RING-SYNTH-0707,SYNTHETIC_IDENTITY_MULE_RING,USR27336 -> USR27336,2,0.7,2111.91,"Duplicate PAN document shared across 2 customer profiles: Lavanya Kaul, Lavanya Kaul"
RING-SYNTH-0706,SYNTHETIC_IDENTITY_MULE_RING,USR10088 -> USR10088,2,0.7,3809.97,"Duplicate PAN document shared across 2 customer profiles: Jyoti Soni, Jyoti Soni"
RING-SYNTH-0705,SYNTHETIC_IDENTITY_MULE_RING,USR28763 -> USR28763,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Keya Nayar, Keya Nayar"
RING-SYNTH-0703,SYNTHETIC_IDENTITY_MULE_RING,USR10934 -> USR10934,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kamala Garde, Kamala Garde"
RING-SYNTH-0715,SYNTHETIC_IDENTITY_MULE_RING,USR22293 -> USR22293,2,0.7,16482.3,"Duplicate PAN document shared across 2 customer profiles: Faqid Pingle, Faqid Pingle"
RING-SYNTH-0702,SYNTHETIC_IDENTITY_MULE_RING,USR12865 -> USR12865,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Bina Johal, Bina Johal"
RING-SYNTH-0701,SYNTHETIC_IDENTITY_MULE_RING,USR44731 -> USR44731,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anmol Korpal, Anmol Korpal"
RING-SYNTH-0700,SYNTHETIC_IDENTITY_MULE_RING,USR46926 -> USR46926,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ekaja Raj, Ekaja Raj"
RING-SYNTH-0699,SYNTHETIC_IDENTITY_MULE_RING,USR55489 -> USR55489,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Neel Salvi, Neel Salvi"
RING-SYNTH-0698,SYNTHETIC_IDENTITY_MULE_RING,USR46006 -> USR46006,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Victor Barad, Victor Barad"
RING-SYNTH-0697,SYNTHETIC_IDENTITY_MULE_RING,USR84569 -> USR84569,2,0.7,4033.0,"Duplicate PAN document shared across 2 customer profiles: Rachana Vora, Rachana Vora"
RING-SYNTH-0696,SYNTHETIC_IDENTITY_MULE_RING,USR37944 -> USR37944,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dominic Palan, Dominic Palan"
RING-SYNTH-0695,SYNTHETIC_IDENTITY_MULE_RING,USR48195 -> USR48195,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Balendra Bhakta, Balendra Bhakta"
RING-SYNTH-0694,SYNTHETIC_IDENTITY_MULE_RING,USR69363 -> USR69363,2,0.7,7829.86,"Duplicate PAN document shared across 2 customer profiles: Vihaan Nayar, Vihaan Nayar"
RING-SYNTH-0714,SYNTHETIC_IDENTITY_MULE_RING,USR24020 -> USR24020,2,0.7,12820.0,"Duplicate PAN document shared across 2 customer profiles: Sanaya Buch, Sanaya Buch"
RING-SYNTH-0716,SYNTHETIC_IDENTITY_MULE_RING,USR54489 -> USR54489,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Falan Sarkar, Falan Sarkar"
RING-SYNTH-0738,SYNTHETIC_IDENTITY_MULE_RING,USR74022 -> USR74022,2,0.7,4290.35,"Duplicate PAN document shared across 2 customer profiles: Vrinda Pandya, Vrinda Pandya"
RING-SYNTH-0728,SYNTHETIC_IDENTITY_MULE_RING,USR36492 -> USR36492,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kamala Bir, Kamala Bir"
RING-SYNTH-0737,SYNTHETIC_IDENTITY_MULE_RING,USR31903 -> USR31903,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Eiravati Rattan, Eiravati Rattan"
RING-SYNTH-0736,SYNTHETIC_IDENTITY_MULE_RING,USR31110 -> USR31110,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Riya Lata, Riya Lata"
RING-SYNTH-0735,SYNTHETIC_IDENTITY_MULE_RING,USR92488 -> USR92488,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chakradhar Sagar, Chakradhar Sagar"
RING-SYNTH-0734,SYNTHETIC_IDENTITY_MULE_RING,USR48973 -> USR48973,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Gaurang Sodhi, Gaurang Sodhi"
RING-SYNTH-0733,SYNTHETIC_IDENTITY_MULE_RING,USR63379 -> USR63379,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dayita Rajagopalan, Dayita Rajagopalan"
RING-SYNTH-0732,SYNTHETIC_IDENTITY_MULE_RING,USR65493 -> USR65493,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Diya Kapoor, Diya Kapoor"
RING-SYNTH-0731,SYNTHETIC_IDENTITY_MULE_RING,USR49829 -> USR49829,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nathan Dewan, Nathan Dewan"
RING-SYNTH-0730,SYNTHETIC_IDENTITY_MULE_RING,USR49178 -> USR49178,2,0.7,7458.0,"Duplicate PAN document shared across 2 customer profiles: Chandresh Keer, Chandresh Keer"
RING-SYNTH-0729,SYNTHETIC_IDENTITY_MULE_RING,USR53962 -> USR53962,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Hitesh Nayak, Hitesh Nayak"
RING-SYNTH-0727,SYNTHETIC_IDENTITY_MULE_RING,USR44036 -> USR44036,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Indalicomar, Indalicomar"
RING-SYNTH-0717,SYNTHETIC_IDENTITY_MULE_RING,USR26522 -> USR26522,2,0.7,38053.17,"Duplicate PAN document shared across 2 customer profiles: Shaurya Bava, Shaurya Bava"
RING-SYNTH-0726,SYNTHETIC_IDENTITY_MULE_RING,USR10939 -> USR10939,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Onkar Munshi, Onkar Munshi"
RING-SYNTH-0725,SYNTHETIC_IDENTITY_MULE_RING,USR49270 -> USR49270,2,0.7,6140.31,"Duplicate PAN document shared across 2 customer profiles: Gaurangi Chanda, Gaurangi Chanda"
RING-SYNTH-0724,SYNTHETIC_IDENTITY_MULE_RING,USR33808 -> USR33808,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Harinisahni, Harinisahni"
RING-SYNTH-0723,SYNTHETIC_IDENTITY_MULE_RING,USR40823 -> USR40823,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Darika Lal, Darika Lal"
RING-SYNTH-0722,SYNTHETIC_IDENTITY_MULE_RING,USR96415 -> USR96415,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aadi Batta, Aadi Batta"
RING-SYNTH-0721,SYNTHETIC_IDENTITY_MULE_RING,USR29433 -> USR29433,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aadhya Jha, Aadhya Jha"
RING-SYNTH-0720,SYNTHETIC_IDENTITY_MULE_RING,USR26959 -> USR26959,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ganga Pai, Ganga Pai"
RING-SYNTH-0719,SYNTHETIC_IDENTITY_MULE_RING,USR34783 -> USR34783,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Isaiah Kata, Isaiah Kata"
RING-SYNTH-0718,SYNTHETIC_IDENTITY_MULE_RING,USR71725 -> USR71725,2,0.7,-4079.83,"Duplicate PAN document shared across 2 customer profiles: Ekaraj Subramaniam, Ekaraj Subramaniam"
RING-SYNTH-0595,SYNTHETIC_IDENTITY_MULE_RING,USR40087 -> USR40087,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chasmum Barad, Chasmum Barad"
RING-SYNTH-0594,SYNTHETIC_IDENTITY_MULE_RING,USR56903 -> USR56903,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Darsh Chawla, Darsh Chawla"
RING-SYNTH-0593,SYNTHETIC_IDENTITY_MULE_RING,USR24944 -> USR24944,2,0.7,31073.89,"Duplicate PAN document shared across 2 customer profiles: Nikita Joshi, Nikita Joshi"
RING-SYNTH-0496,SYNTHETIC_IDENTITY_MULE_RING,USR21842 -> USR21842,2,0.7,1108.85,"Duplicate PAN document shared across 2 customer profiles: Sarthak Rajan, Sarthak Rajan"
RING-SYNTH-0470,SYNTHETIC_IDENTITY_MULE_RING,USR95101 -> USR95101,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rachana Keer, Rachana Keer"
RING-SYNTH-0469,SYNTHETIC_IDENTITY_MULE_RING,USR23143 -> USR23143,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Odika Balay, Odika Balay"
RING-SYNTH-0468,SYNTHETIC_IDENTITY_MULE_RING,USR30195 -> USR30195,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anjali Deshpande, Anjali Deshpande"
RING-SYNTH-0467,SYNTHETIC_IDENTITY_MULE_RING,USR48385 -> USR48385,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nakul Shah, Nakul Shah"
RING-SYNTH-0466,SYNTHETIC_IDENTITY_MULE_RING,USR78351 -> USR78351,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Manthanchatterjee, Manthanchatterjee"
RING-SYNTH-0465,SYNTHETIC_IDENTITY_MULE_RING,USR61425 -> USR61425,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rajata Panchal, Rajata Panchal"
RING-SYNTH-0464,SYNTHETIC_IDENTITY_MULE_RING,USR30840 -> USR30840,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Tristan Misra, Tristan Misra"
RING-SYNTH-0463,SYNTHETIC_IDENTITY_MULE_RING,USR64821 -> USR64821,2,0.7,24978.75,"Duplicate PAN document shared across 2 customer profiles: Rajeshri Bahl, Rajeshri Bahl"
RING-SYNTH-0462,SYNTHETIC_IDENTITY_MULE_RING,USR67282 -> USR67282,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Neha Sura, Neha Sura"
RING-SYNTH-0461,SYNTHETIC_IDENTITY_MULE_RING,USR84869 -> USR84869,2,0.7,18769.22,"Duplicate PAN document shared across 2 customer profiles: Chaaya Vyas, Chaaya Vyas"
RING-SYNTH-0460,SYNTHETIC_IDENTITY_MULE_RING,USR94081 -> USR94081,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Oni Apte, Oni Apte"
RING-SYNTH-0459,SYNTHETIC_IDENTITY_MULE_RING,USR86933 -> USR86933,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nicholas Saini, Nicholas Saini"
RING-SYNTH-0458,SYNTHETIC_IDENTITY_MULE_RING,USR76988 -> USR76988,2,0.7,17804.0,"Duplicate PAN document shared across 2 customer profiles: Nidhi Zacharia, Nidhi Zacharia"
RING-SYNTH-0457,SYNTHETIC_IDENTITY_MULE_RING,USR35150 -> USR35150,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Saanvi Balasubramanian, Saanvi Balasubramanian"
RING-SYNTH-0456,SYNTHETIC_IDENTITY_MULE_RING,USR73964 -> USR73964,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Harrison Seshadri, Harrison Seshadri"
RING-SYNTH-0455,SYNTHETIC_IDENTITY_MULE_RING,USR55421 -> USR55421,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Charvi Varughese, Charvi Varughese"
RING-SYNTH-0454,SYNTHETIC_IDENTITY_MULE_RING,USR65881 -> USR65881,2,0.7,4717.94,"Duplicate PAN document shared across 2 customer profiles: Kavya Majumdar, Kavya Majumdar"
RING-SYNTH-0453,SYNTHETIC_IDENTITY_MULE_RING,USR43710 -> USR43710,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rajata Hans, Rajata Hans"
RING-SYNTH-0452,SYNTHETIC_IDENTITY_MULE_RING,USR35582 -> USR35582,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nimratben, Nimratben"
RING-SYNTH-0451,SYNTHETIC_IDENTITY_MULE_RING,USR14248 -> USR14248,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Faqid Oak, Faqid Oak"
RING-SYNTH-0450,SYNTHETIC_IDENTITY_MULE_RING,USR35507 -> USR35507,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Isaiah Dewan, Isaiah Dewan"
RING-SYNTH-0471,SYNTHETIC_IDENTITY_MULE_RING,USR74766 -> USR74766,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Wyatt Kanda, Wyatt Kanda"
RING-SYNTH-0472,SYNTHETIC_IDENTITY_MULE_RING,USR70189 -> USR70189,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Triveni Solanki, Triveni Solanki"
RING-SYNTH-0473,SYNTHETIC_IDENTITY_MULE_RING,USR60294 -> USR60294,2,0.7,25486.72,"Duplicate PAN document shared across 2 customer profiles: Upadhriti Keer, Upadhriti Keer"
RING-SYNTH-0485,SYNTHETIC_IDENTITY_MULE_RING,USR33269 -> USR33269,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nidhi Ghosh, Nidhi Ghosh"
RING-SYNTH-0494,SYNTHETIC_IDENTITY_MULE_RING,USR39100 -> USR39100,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Sanya Madan, Sanya Madan"
RING-SYNTH-0493,SYNTHETIC_IDENTITY_MULE_RING,USR17886 -> USR17886,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Januja Buch, Januja Buch"
RING-SYNTH-0492,SYNTHETIC_IDENTITY_MULE_RING,USR56360 -> USR56360,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chakradhar Sawhney, Chakradhar Sawhney"
RING-SYNTH-0491,SYNTHETIC_IDENTITY_MULE_RING,USR64025 -> USR64025,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Oviya Sharaf, Oviya Sharaf"
RING-SYNTH-0490,SYNTHETIC_IDENTITY_MULE_RING,USR38778 -> USR38778,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nidhi Shenoy, Nidhi Shenoy"
RING-SYNTH-0489,SYNTHETIC_IDENTITY_MULE_RING,USR43558 -> USR43558,2,0.7,3323.77,"Duplicate PAN document shared across 2 customer profiles: Bhavya Kala, Bhavya Kala"
RING-SYNTH-0488,SYNTHETIC_IDENTITY_MULE_RING,USR86648 -> USR86648,2,0.7,32853.25,"Duplicate PAN document shared across 2 customer profiles: Ekani Sehgal, Ekani Sehgal"
RING-SYNTH-0487,SYNTHETIC_IDENTITY_MULE_RING,USR25377 -> USR25377,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dalajabutala, Dalajabutala"
RING-SYNTH-0486,SYNTHETIC_IDENTITY_MULE_RING,USR21925 -> USR21925,2,0.7,10755.33,"Duplicate PAN document shared across 2 customer profiles: Balhaar Brahmbhatt, Balhaar Brahmbhatt"
RING-SYNTH-0484,SYNTHETIC_IDENTITY_MULE_RING,USR96934 -> USR96934,2,0.7,14703.0,"Duplicate PAN document shared across 2 customer profiles: Darpan Kale, Darpan Kale"
RING-SYNTH-0474,SYNTHETIC_IDENTITY_MULE_RING,USR52476 -> USR52476,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dev Parikh, Dev Parikh"
RING-SYNTH-0483,SYNTHETIC_IDENTITY_MULE_RING,USR30144 -> USR30144,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dalbir Ray, Dalbir Ray"
RING-SYNTH-0482,SYNTHETIC_IDENTITY_MULE_RING,USR54529 -> USR54529,2,0.7,24652.6,"Duplicate PAN document shared across 2 customer profiles: Nisha Rau, Nisha Rau"
RING-SYNTH-0481,SYNTHETIC_IDENTITY_MULE_RING,USR78335 -> USR78335,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Mahika Khalsa, Mahika Khalsa"
RING-SYNTH-0480,SYNTHETIC_IDENTITY_MULE_RING,USR46116 -> USR46116,2,0.7,3002.47,"Duplicate PAN document shared across 2 customer profiles: Reva Bir, Reva Bir"
RING-SYNTH-0479,SYNTHETIC_IDENTITY_MULE_RING,USR99531 -> USR99531,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Hemal Lad, Hemal Lad"
RING-SYNTH-0478,SYNTHETIC_IDENTITY_MULE_RING,USR17615 -> USR17615,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Urvi Chatterjee, Urvi Chatterjee"
RING-SYNTH-0477,SYNTHETIC_IDENTITY_MULE_RING,USR97708 -> USR97708,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Riya Shetty, Riya Shetty"
RING-SYNTH-0476,SYNTHETIC_IDENTITY_MULE_RING,USR55854 -> USR55854,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Pallavi Mohanty, Pallavi Mohanty"
RING-SYNTH-0475,SYNTHETIC_IDENTITY_MULE_RING,USR20353 -> USR20353,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Vincent Krishnan, Vincent Krishnan"
RING-SYNTH-0449,SYNTHETIC_IDENTITY_MULE_RING,USR39438 -> USR39438,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Daksh Ram, Daksh Ram"
RING-SYNTH-0448,SYNTHETIC_IDENTITY_MULE_RING,USR20466 -> USR20466,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Qarin Kalla, Qarin Kalla"
RING-SYNTH-0447,SYNTHETIC_IDENTITY_MULE_RING,USR45753 -> USR45753,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: David Kaur, David Kaur"
RING-SYNTH-0412,SYNTHETIC_IDENTITY_MULE_RING,USR13888 -> USR13888,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ayush Chaudhuri, Ayush Chaudhuri"
